tripno,ozone,empst,occ,jbsite,wkweek,female,age,dweltp,pinc,hhsize,nveh,weight,nwkrs,nldr,hinc,trdist,mindst,minsub,dsttrm,nterm,aivtt,rivttg,rivttt,r-acca,r-egrw,r-wait,r-fare,lrdum,tivtt,twait,t-accw,t-egrw,t-fare,mcost,mdist,mspace,lnlots,zcost,zdist,zspace,zcd,zcs,zds,mdpri,mspri,lnlpri,zdpri,zspri,zdspri,free,aavail,tavail,dlic,a-dr,a-pass,transit,rail,walk
9343,460,2,8,1,1,0,39,1,58,5,1,0.61,-50,-50,0,47,249,2,0,0,103,35.8,0,8.77,4.28,0,2.8,1,9999.99,9999.99,9999.99,9999.99,9999.99,6.62,644,4.87,4.55,5.81,59626.53,1.43,-62.17,-0.18,-30.84,0,0,9.99,0,0,0,0,4,1,1,-1,0,-1,1,-1
9351,789,2,8,1,1,0,30,4,48,1,1,0.53,1,1,48,27,95,2,20,22,61,21.56,0,5.79,3.9,0,2.1,1,57.01,7.87,1.86,2.25,1.42,6.63,619,4.85,4.56,5.7,48602.34,1.45,-156.87,-0.18,-37.3,95,2.3,0.69,6.25,0,0,0,1,1,1,0,0,0,1,-1
9359,312,2,1,1,1,1,37,4,23,1,1,1.16,1,1,23,12,228,13,6,21,35,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,26,3.5,3.54,1.96,0.71,6.23,591,4.97,3.76,5.48,73714.26,0.84,-42.2,-0.04,-9.01,0,0,9.99,0,0,0,0,1,1,1,1,0,0,-1,-1
9411,323,2,1,1,1,1,34,4,13,4,9,0.46,-50,-50,0,16,267,10,4,20,40,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,39.42,4.3,4.15,1.42,0.71,6.45,679,4.71,4.79,5.47,47331.27,1.37,-176.88,0.19,-62.33,0,0,9.99,0,0,0,0,5,1,0,-1,0,1,-1,-1
9458,180,2,1,1,2,1,37,1,28,2,2,1.48,2,2,0,6,543,3,12,21,19,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,11.22,2.53,4.46,5.45,0.71,6.3,616,4.54,4.3,7.19,53302.97,1.11,4.66,-0.13,88.9,72,2.67,1.39,122.19,0.65,8,750,1,1,1,1,0,0,-1,-1
9591,420,2,8,1,1,0,44,1,33,4,2,1.42,1,2,33,40,2180,5,0,0,66,35.8,9.47,1.39,3.73,1.96,3.51,1,9999.99,9999.99,9999.99,9999.99,9999.99,0,0,0,9.99,0,0,0,0,0,0,42,3.4,0,0,0,0,0,1,1,1,1,0,-1,0,-1
9603,122,2,8,1,1,0,25,2,18,4,1,1.87,1,2,0,5,408,6,12,21,19,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,14.14,3.09,2.68,5.6,0.71,5.54,651,4.73,4.04,4.17,68474.88,0.63,165.95,-0.15,15.48,77,2.34,0.69,30.25,0.02,0,790,3,1,1,0,0,1,-1,-1
9688,804,2,8,1,1,1,46,4,38,3,1,0.53,2,1,55,27,463,3,18,22,58,25.19,2.92,0.83,1.43,1.9,2.81,0,55.12,5.26,3.19,4.62,1.42,6.31,615,4.64,4.38,7.09,56666.9,1.18,-58.9,-0.06,115.91,78,2.29,1.79,268.8,0.34,5,990,1,1,1,1,0,0,0,-1
9690,804,2,1,1,1,1,21,4,18,3,1,0.53,2,1,55,27,277,11,17,22,62,25.19,2.59,0.83,1.08,1,2.81,0,52.08,4.69,1.08,4.62,1.42,6.14,640,4.91,4.23,4.06,56394.29,1.12,-88.58,-0.16,-41.71,75,4.51,0.69,42.25,0.19,2,830,5,1,0,-1,1,0,0,-1
9793,5,2,8,1,1,0,52,4,100,2,1,1.77,1,1,0,0,309,18,12,21,0,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,0,0,0.67,1.24,0.71,5.79,622,5.12,3.3,4.35,71670.48,1.07,0.03,-0.5,-68.58,81,5.23,0,0,0,0,0,1,3,1,0,0,0,-1,1
9824,780,2,8,1,1,1,40,3,23,2,1,0.52,2,1,45,36,1083,14,25,22,105,28.73,7.16,0.66,1.01,2.5,3.31,1,61.05,17.3,1.41,8.05,1.42,6.8,710,4.95,2.64,6.68,44161.61,1.12,135.02,-1.18,-36.11,59,2.47,1.39,87.69,0.18,0,150,1,1,1,0,0,0,1,-1
9843,806,2,1,1,1,1,34,3,18,3,1,0.53,2,1,45,22,206,7,14,22,55,20.79,5.66,5.01,1.18,1,2.81,0,37.14,3.5,1.18,3.14,1.42,5.77,619,5.13,3.71,4.28,74644.27,0.91,-151.41,-0.37,11.07,79,2.16,0.69,0.25,0.3,0,270,5,1,0,-1,0,1,0,-1
9927,228,2,2,4,1,0,55,1,33,4,2,1.78,3,4,0,17,993,2,15,21,42,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,43.94,7.6,1.41,8.49,0.71,5.54,659,4.47,3.87,4.04,54221.34,0.96,255.85,-0.21,-0.3,79,3.14,1.61,133.84,0.42,4,260,1,1,1,1,0,0,-1,-1
9969,157,2,8,1,1,0,44,3,28,2,9,0.69,2,0,60,5,260,2,12,21,15,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,8.04,1.12,2.68,2.15,0.71,6.72,629,4.92,4.49,5.72,55999.87,1.29,-15.76,-0.26,-41.22,0,0,9.99,0,0,0,0,5,1,0,-1,0,1,-1,-1
10038,29,2,1,1,1,1,40,4,18,1,9,0.69,1,0,18,3,1150,3,16,22,6,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,13.13,2.19,4.66,4.37,0.71,4.82,677,4.36,3.3,3.97,62454.07,1.09,316.15,-0.34,-20.31,0,0,9.99,0,0,0,1,5,9,0,-1,0,0,-1,1
10054,399,2,1,1,1,1,23,1,18,4,2,1.78,3,3,63,18,298,6,3,20,47,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,44,3.24,2.37,3.57,0.71,5.23,526,4.7,4.19,4.1,50988.94,0.67,162.06,0.03,24.65,30,2.85,1.39,299.69,0.49,0,750,2,2,1,0,0,1,-1,-1
10060,399,2,1,1,1,1,25,1,23,4,2,1.78,3,3,63,18,228,13,3,20,47,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,42.53,4.03,3.73,3.57,0.71,6.23,591,4.97,3.76,5.48,73714.26,0.84,-42.2,-0.04,-9.01,0,0,9.99,0,0,0,0,1,1,1,0,0,1,-1,-1
10156,641,2,8,1,2,0,43,1,100,3,1,0.58,9,9,0,47,321,4,28,20,71,31.56,2.43,26.45,3.21,1,4.06,0,64.95,4.11,3.25,12.35,1.42,6.56,643,4.75,4.6,6.32,53486.14,1.15,-44.07,-0.2,-35.77,87,4.99,0.69,30.25,0.49,-3,850,1,2,1,0,0,1,0,-1
10158,641,2,1,1,1,1,40,1,100,3,1,0.58,9,9,0,47,321,4,28,20,71,31.56,2.43,26.45,3.21,1,4.06,0,64.95,4.11,3.25,12.35,1.42,6.56,643,4.75,4.6,6.32,53486.14,1.15,-44.07,-0.2,-35.77,87,4.99,0.69,30.25,0.49,-3,850,5,2,0,-1,0,1,0,-1
10202,750,2,8,1,1,0,44,3,38,4,1,0.61,3,1,43,25,721,3,6,20,53,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,43.12,9.81,4.03,1.33,1.42,6.2,644,4.41,4.04,8.66,53135.26,0.9,235.23,-0.19,30.47,94,2.97,0.69,36,0.04,1,220,4,1,1,-1,0,1,-1,-1
10345,644,2,2,1,1,1,40,2,28,4,2,1.42,9,9,0,43,147,7,25,20,67,31.56,5.66,23.92,0.23,1,4.06,0,72.7,26.5,0.23,6.65,1.42,5.87,621,5.11,3.76,4.07,71031.21,0.87,-140.55,-0.31,4.52,26,2.71,0,0,0,0,0,1,1,1,0,0,0,1,-1
10401,353,2,1,1,1,1,35,4,13,1,9,0.69,1,0,13,11,2,17,9,21,41,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,15.96,1,1.6,4.31,0.71,5.99,578,5,3.83,4.63,61586.48,0.85,-113.11,-0.02,-20.14,0,0,9.99,0,0,0,0,5,1,0,-1,0,1,-1,-1
10442,208,2,8,1,1,1,38,2,38,2,1,1.47,1,1,38,10,408,6,11,21,31,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,23.82,4.1,3.13,5.79,0.71,5.54,651,4.73,4.04,4.17,68474.88,0.63,165.95,-0.15,15.48,77,2.34,0.69,30.25,0.02,0,790,1,1,1,1,0,0,-1,-1
10465,636,1,3,5,2,1,0,4,100,2,9,0.4,9,9,0,47,1099,15,31,20,72,31.56,9.04,33.85,1.75,1,4.41,0,60.16,5.64,1.75,5.87,1.42,3.75,843,5.01,1.1,1.54,18836.25,1.81,-104.92,1.62,-144.32,0,0,9.99,0,0,0,1,5,1,1,-1,1,0,0,-1
10473,987,2,8,1,1,0,35,1,58,2,1,0.62,2,2,70,46,55,17,0,0,81,27.89,5.66,11.62,3.31,1,3.86,1,9999.99,9999.99,9999.99,9999.99,9999.99,5.83,577,4.99,3.85,4.43,59736.13,0.85,-164.71,0.03,-16.88,0,0,9.99,0,0,0,0,4,1,1,-1,0,-1,1,-1
10538,57,2,8,1,2,1,29,2,28,2,1,1.47,2,2,128,4,181,10,13,21,9,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,8.05,2,2.04,2.9,0.71,6.04,648,4.7,4.74,6.15,54392.49,1.2,-60.78,0.54,-34.41,38,4.75,0.69,169,0.06,-3,160,5,1,1,-1,0,1,-1,-1
10589,369,2,8,1,1,0,31,1,43,4,2,1.78,2,2,0,36,271,2,5,20,63,28.46,0.14,1.68,4.65,0.04,2.81,1,62.32,9.76,2.64,11.71,0.71,6.53,658,4.76,4.74,5.44,43639.47,1.34,-243.3,-0.05,-42.78,0,0,9.99,0,0,0,0,1,2,1,0,0,0,1,-1
10599,321,2,8,1,1,0,50,4,38,5,1,0.89,1,2,0,18,32,9,4,20,41,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,44.22,3.59,1.2,2.09,0.71,6.02,627,4.69,4.69,6.23,58909.28,1.25,-128.63,0.54,-68.16,88,5.99,0,0,0,0,0,1,2,1,0,0,1,-1,-1
10608,353,2,1,1,1,0,21,3,18,7,9,0.48,4,2,0,12,352,7,9,21,40,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,17.04,3.59,2.54,11.55,0.71,5.67,595,5.16,3.53,4.1,75368.91,0.91,-141.43,-0.41,-6.24,100,1.61,0,0,0,0,0,5,1,1,-1,0,1,-1,-1
10619,353,2,9,9,9,1,36,3,13,7,9,0.48,4,2,0,13,103,4,9,21,39,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,20.34,4.59,1.32,11.55,0.71,6.31,647,4.78,4.59,6.82,52346.57,1.07,3.42,-0.21,-28.99,0,0,9.99,0,0,0,0,5,1,0,-1,0,1,-1,-1
10661,810,2,8,1,1,1,47,1,38,2,1,0.62,2,1,80,24,555,12,15,22,57,20.79,3.76,6.89,5.03,1,2.81,0,43.35,5.49,3.02,8.09,1.42,5.56,689,4.77,3.99,3.89,54658.93,0.78,146,-0.15,21.56,89,3.84,0.69,16,2.7,-6,580,5,1,0,-1,0,1,0,-1
10694,188,2,8,1,1,0,29,1,28,2,1,1.47,2,1,45,10,301,3,11,21,25,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,15.76,2.08,2.56,4.45,0.71,6.55,670,4.74,4.75,5.18,53988.93,1.29,-286.92,-0.06,-25.19,88,2.08,0,0,0,0,0,1,1,1,0,0,1,-1,-1
10713,312,2,8,6,1,0,31,1,18,3,9,0.64,-50,-50,0,13,550,5,5,21,38,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,22.72,2.11,1.71,3.07,0.71,5.49,636,4.86,4.23,3.52,57431.97,0.92,-155.75,0,-9.03,85,2.84,1.1,10.89,0.1,-1,10,5,1,1,-1,0,1,-1,-1
10719,822,2,1,1,1,1,30,1,23,4,2,1.42,2,2,0,27,118,1,16,22,66,20.79,0,11.68,3.88,0,2.1,0,61.87,7.69,2.9,3.06,1.42,6.1,607,4.84,4.5,7.05,75254.34,1.27,-36.43,0.41,-28.77,63,2.48,1.1,10.89,0.25,-1,550,5,1,1,-1,0,1,0,-1
10748,896,2,9,1,1,0,25,1,18,3,5,0.78,2,2,55,36,102,2,10,21,86,33.28,0.61,6.51,2.11,0.74,4.16,0,65.28,4.72,1.68,9.1,1.42,6.65,622,4.79,4.56,5.79,57781.04,1.43,-165.5,-0.24,-5.88,0,0,9.99,0,0,0,0,1,1,1,0,1,0,0,-1
10754,8,2,8,6,2,1,26,4,28,2,9,0.8,2,1,55,2,440,11,12,21,8,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,5.76,1.61,4.69,4.77,0.71,6.1,597,4.96,4.14,4.07,60240.48,1.12,-163.23,-0.36,-35.73,0,0,9.99,0,0,0,0,5,1,0,-1,0,0,-1,1
10792,106,2,3,5,1,0,43,1,33,5,2,1.78,2,2,35,10,103,4,11,21,28,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,23.47,4.05,1.33,6.17,0.71,6.31,647,4.78,4.59,6.82,52346.57,1.07,3.42,-0.21,-28.99,0,0,9.99,0,0,0,1,1,1,1,1,0,0,-1,-1
10882,151,2,8,6,2,1,50,4,38,1,9,0.69,1,1,38,5,869,18,11,21,13,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,8.58,2.39,1.04,6.5,0.71,4.72,715,4.64,3.18,5.25,71773.09,0.86,244.84,-0.4,-75.87,0,0,9.99,0,0,0,0,5,1,1,-1,0,1,-1,-1
10956,167,2,1,1,1,1,60,1,48,2,2,1.48,1,2,55,13,228,13,6,20,38,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,32.74,2.76,2.91,4.14,0.71,6.23,591,4.97,3.76,5.48,73714.26,0.84,-42.2,-0.04,-9.01,0,0,9.99,0,0,0,0,1,1,1,0,0,1,-1,-1
11012,202,2,9,6,1,0,49,1,23,4,9,0.48,2,0,45,8,1021,15,10,21,20,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,21.4,2.68,5.58,6.45,0.71,5.54,593,5.48,1.79,4.58,72979.34,0.22,89.38,-0.9,-13.49,0,0,9.99,0,0,0,0,5,1,0,-1,0,1,-1,-1
11051,77,2,8,6,1,0,30,3,33,3,9,0.74,3,1,53,2,434,11,14,21,6,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,8.29,1.5,3.72,4.06,0.71,6.1,591,4.96,4.14,4.07,59999.72,1.12,-163.53,-0.36,-35.32,0,0,9.99,0,0,0,0,4,1,0,-1,0,1,-1,0
11083,816,2,1,5,1,1,24,4,8,2,1,0.52,2,2,15,25,1205,14,14,22,58,20.79,7.16,9.99,0.8,2.5,2.81,0,55.66,9.6,0.8,3.12,1.42,6.61,710,4.88,2.71,6.73,53607.5,1.11,149.13,-0.91,-62.88,96,2.19,0.69,16,0.01,0,450,1,1,1,0,0,1,0,-1
11163,180,2,1,1,1,1,26,4,0,2,1,1.77,2,1,18,7,50,2,11,21,19,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,15.08,2.94,0.29,1.4,0.71,6.56,635,4.78,4.62,5.67,55261.34,1.38,-221.99,-0.2,-18.23,86,3.53,0,0,0,0,0,5,1,0,-1,0,1,-1,-1
11165,417,2,9,1,2,0,38,1,33,4,1,0.61,1,1,33,40,271,2,0,0,67,35.8,0.14,6.29,4.65,0.04,3.51,1,9999.99,9999.99,9999.99,9999.99,9999.99,6.53,658,4.76,4.74,5.44,43639.47,1.34,-243.3,-0.05,-42.78,0,0,9.99,0,0,0,0,3,1,0,-1,0,-1,1,-1
11261,6,2,8,6,1,0,27,4,38,1,1,1.16,1,1,38,1,762,18,13,21,3,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,0,0,3.65,2.64,0.71,5.02,737,4.81,3.37,6.23,66105.73,1.03,239.16,-0.43,-40.01,40,2.08,0,0,0,0,0,1,1,1,0,0,0,-1,1
11265,116,2,8,6,6,1,30,2,28,5,1,1.87,3,-48,0,7,562,11,10,21,19,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,17.53,3,3.29,4.96,0.71,5.98,610,4.96,4.08,4.16,55933.46,1,-231.74,-0.37,-34.26,0,0,9.99,0,0,0,0,3,1,1,0,0,1,-1,-1
11312,390,2,1,1,1,1,30,2,23,4,2,1.78,-50,-50,0,32,56,2,7,20,53,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,60.75,7.5,0.15,4.75,0.71,6.56,636,4.78,4.63,5.62,54730.39,1.37,-240.63,-0.2,-13.64,93,2.66,0.69,30.25,0.75,4,771,1,1,1,0,0,1,-1,-1
11355,329,2,1,1,1,1,35,3,18,3,1,1.72,2,1,50,21,356,3,4,20,46,9999.99,1.65,9999.99,2.76,0.98,9999.99,9999.99,38.48,3.15,3.08,7.17,0.71,6.51,661,4.76,4.62,5.45,49166.93,1.14,-150.62,0.17,-7.41,0,0,9.99,0,0,0,0,5,1,0,-1,0,0,1,-1
11362,721,2,8,1,1,0,55,1,70,4,4,0.33,2,4,138,48,273,9,16,20,64,24.21,0,34.56,4.6,0,2.9,0,9999.99,9999.99,9999.99,9999.99,1.42,6.3,639,4.78,4.69,5.7,45672.77,1.27,-260.05,0.16,-60.36,0,0,9.99,0,0,0,0,1,3,1,1,0,0,0,-1
11387,140,2,8,1,1,1,27,4,33,1,1,1.14,1,1,33,8,341,2,8,21,27,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,13.57,1.1,2,8.97,0.71,6.6,606,4.94,4.51,5.88,51352.88,1.32,-151.82,-0.11,-39.13,0,0,9.99,0,0,0,0,1,1,1,0,0,1,-1,-1
11426,1198,2,8,1,2,9,0,4,38,1,1,0.36,1,1,38,85,95,2,0,0,108,28.73,0,48.51,3.9,0,5.25,1,9999.99,9999.99,9999.99,9999.99,9999.99,6.63,619,4.85,4.56,5.7,48602.34,1.45,-156.87,-0.18,-37.3,95,2.3,0.69,6.25,0,0,0,1,1,1,0,0,-1,1,-1
11459,657,2,8,1,1,0,28,1,38,2,2,0.69,2,2,70,31,296,9,14,20,60,35.28,0,3.48,3.92,0,2.35,0,48.44,5.82,2.72,4.72,1.42,6.36,631,4.79,4.64,5.76,45299.31,1.28,-266.56,0.08,-66.62,0,0,9.99,0,0,0,0,1,2,1,0,0,0,1,-1
11478,304,1,1,1,1,0,65,1,33,2,1,1.47,2,2,60,15,188,4,4,20,47,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,35.22,1.66,2.3,3.21,0.71,6.44,641,4.77,4.54,6.53,56953.32,1.15,-53.57,-0.15,43.51,88,2.08,0,0,0,0,0,3,1,1,0,0,1,-1,-1
11631,140,2,8,1,2,0,29,4,28,1,9,0.69,1,1,28,8,496,3,8,21,26,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,12.84,1.64,2.79,8.97,0.71,6.27,612,4.53,4.33,7.23,51933.03,1.1,-57.49,-0.07,77.83,86,1.87,0.69,12.25,0.01,0,270,4,1,1,-1,0,1,-1,-1
11642,140,2,8,5,1,0,30,4,23,1,1,1.14,1,1,23,6,256,6,8,21,26,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9.29,1,3.61,6.12,0.71,5.39,622,4.68,4.11,4.09,68926.32,0.65,102.38,-0.09,6.14,93,3.01,0.69,1,0.86,0,931,1,1,1,0,0,1,-1,-1
11668,335,2,4,1,2,0,55,1,13,2,1,1.47,2,2,15,23,251,4,5,20,50,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,38.14,4.99,2.8,7.71,0.71,6.29,634,4.67,4.5,6.69,62117.87,1.07,-46.31,-0.25,45.52,85,2.32,1.39,45.25,0.06,0,940,1,1,1,1,0,0,-1,-1
11727,186,2,7,4,2,0,39,4,18,2,2,1.12,2,2,45,13,104,9,9,21,37,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,24.36,3.26,0.46,2.61,0.71,6,601,4.69,4.63,6.6,55401.52,1.29,-53.86,0.59,-49.12,94,2.3,0,0,0,0,1,4,1,1,1,0,0,-1,-1
11813,241,2,1,1,1,1,23,4,23,2,9,0.8,2,1,40,13,507,12,13,22,38,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,21.69,2.37,4.28,3.57,0.71,5.46,717,4.75,3.89,3.69,43062.53,0.83,68.18,-0.24,5.3,0,0,9.99,0,0,0,0,5,1,1,-1,0,1,-1,-1
11817,241,2,1,1,1,1,24,4,18,2,9,0.8,2,1,40,12,300,9,13,22,37,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,24.78,2.07,3.5,3.57,0.71,6.25,668,4.71,4.8,5.46,47200.95,1.38,-232.1,0.24,-59.8,0,0,9.99,0,0,0,0,5,1,0,-1,0,1,-1,-1
11851,421,2,8,1,1,1,26,1,28,3,2,0.78,2,3,128,43,507,12,0,0,74,35.8,3.76,0.7,4.69,1,3.51,1,9999.99,9999.99,9999.99,9999.99,9999.99,5.46,717,4.75,3.89,3.69,43062.53,0.83,68.18,-0.24,5.3,0,0,9.99,0,0,0,0,1,1,1,1,0,-1,0,-1
11853,208,2,1,1,1,1,53,1,28,4,1,1.87,1,2,68,11,85,10,11,21,27,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,33.79,1.5,0.11,2.73,0.71,6.32,678,4.81,4.65,6.11,55360.27,1.27,54.42,0.57,-11.5,96,3.3,0,0,0,0,0,2,1,1,0,0,1,-1,-1
11931,298,1,4,2,5,0,20,1,8,5,1,1.87,5,3,33,17,1150,3,7,21,39,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,34.38,3.4,3.72,2.46,0.71,4.82,677,4.36,3.3,3.97,62454.07,1.09,316.15,-0.34,-20.31,0,0,9.99,0,0,0,0,5,1,0,-1,0,1,-1,-1
11940,809,2,1,1,1,1,34,3,18,3,1,0.58,-50,-50,0,26,343,6,16,22,62,20.79,3.54,8.61,4.8,1,2.81,0,50.18,5.44,2.61,7,1.42,5.38,624,4.74,4.22,3.92,65434.12,0.66,114.42,-0.03,34.85,0,0,9.99,0,0,0,0,4,1,1,-1,0,1,0,-1
11943,809,2,8,1,1,0,29,4,23,3,1,0.53,1,2,0,27,296,9,18,22,59,20.79,0,9.59,3.92,0,2.1,0,55.89,4.91,3.05,2.99,1.42,6.36,631,4.79,4.64,5.76,45299.31,1.28,-266.56,0.08,-66.62,0,0,9.99,0,0,0,0,1,1,1,0,0,0,1,-1
12003,245,2,1,1,1,1,29,1,28,2,2,1.48,2,2,128,11,296,9,13,22,33,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,27.63,4.72,3.05,1.38,0.71,6.36,631,4.79,4.64,5.76,45299.31,1.28,-266.56,0.08,-66.62,0,0,9.99,0,0,0,0,1,1,1,0,0,1,-1,-1
12107,356,2,2,5,1,1,40,1,18,3,9,0.64,1,0,28,13,300,3,10,21,40,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,28.95,4.51,2.11,4.33,0.71,6.65,667,4.7,4.69,5.03,47804.51,1.29,-228.96,0.08,-48.72,42,4.38,0,0,0,0,0,5,1,0,-1,0,1,-1,-1
12121,3,2,8,6,1,1,58,4,43,1,1,0.69,1,0,43,2,839,14,11,21,8,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,4.98,2.63,7.48,3.75,0.71,6.56,873,4.84,3.04,5.52,11441.33,1.18,21.23,-0.65,-7.19,19,4.83,0,0,0,0,0,5,1,0,-1,0,0,-1,1
12157,813,2,8,1,1,0,38,1,23,4,1,0.61,2,2,35,36,296,9,22,22,70,29.65,0,6.76,3.92,0,2.6,0,63.94,10.3,3.05,4.27,1.42,6.36,631,4.79,4.64,5.76,45299.31,1.28,-266.56,0.08,-66.62,0,0,9.99,0,0,0,0,1,1,1,0,0,0,1,-1
12165,317,2,1,1,1,1,30,3,18,4,9,0.48,3,2,63,17,196,9,4,20,45,24.4,0.6,1.23,4.26,0.69,3.06,0,41.77,2.33,3.14,7.02,0.71,6.31,663,4.68,4.77,5.61,50040.68,1.32,-124.07,0.35,-64.28,0,0,9.99,0,0,0,0,5,1,0,-1,0,1,0,-1
12176,101,2,1,1,1,1,64,2,23,1,1,1.14,1,1,23,9,226,2,10,21,27,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,16.99,3.55,3.47,3.11,0.71,6.68,620,4.91,4.5,5.84,58247.07,1.51,-54.06,-0.26,2.53,79,3.26,0,0,0,0,1,1,1,1,0,0,1,-1,-1
12282,427,2,8,1,1,0,33,1,43,2,1,0.62,1,2,50,46,273,9,0,0,71,35.8,0,5.69,4.6,0,2.8,1,9999.99,9999.99,9999.99,9999.99,9999.99,6.3,639,4.78,4.69,5.7,45672.77,1.27,-260.05,0.16,-60.36,0,0,9.99,0,0,0,0,2,3,1,0,0,-1,1,-1
12344,805,2,8,1,1,0,22,1,3,4,2,1.42,1,2,50,25,242,18,16,22,52,20.79,5.66,5.19,5.62,1,2.81,0,42.96,3.19,3.96,4.48,1.42,5.72,614,5.13,3.18,4.66,71185.71,1.17,4.85,-0.63,-68.63,83,5.23,0,0,0,0,0,4,1,1,-1,1,0,0,-1
12354,327,2,1,1,2,1,48,1,18,3,1,1.72,2,2,0,18,343,6,5,20,44,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,37.43,3.4,3.15,4.5,0.71,5.38,624,4.74,4.22,3.92,65434.12,0.66,114.42,-0.03,34.85,0,0,9.99,0,0,0,0,5,1,1,-1,0,1,-1,-1
12360,146,2,1,1,1,1,26,4,8,1,9,0.69,1,1,8,6,356,3,8,21,21,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,17.31,1.72,3.08,2.3,0.71,6.51,661,4.76,4.62,5.45,49166.93,1.14,-150.62,0.17,-7.41,0,0,9.99,0,0,0,1,2,1,1,-1,1,0,-1,-1
12382,69,2,1,1,1,1,37,1,28,3,2,1.78,2,2,0,8,350,15,12,22,21,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,11.35,1,2.74,3.46,0.71,8.12,674,4.91,1.39,11.29,53711.25,0.11,184.83,-0.07,0.73,0,0,9.99,0,0,0,0,1,1,1,0,0,1,-1,-1
12425,43,2,8,1,2,0,62,1,43,1,1,1.16,1,1,43,6,994,14,12,22,11,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,0.71,7.64,791,4.82,2.77,6.69,45262.88,1.14,184.05,-1.1,-74.48,65,2.71,2.08,969.98,0.52,13,400,5,1,1,-1,0,1,-1,-1
12437,7,2,1,1,1,1,35,4,18,1,9,0.69,1,0,18,3,201,15,11,21,11,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,9999.99,4.23,1,2.8,3.24,0.71,7.5,725,4.94,1.61,10.59,41754.3,0.09,-260.13,-0.14,12.42,78,3.26,1.79,40.47,1.58,3,830,4,1,0,-1,0,1,-1,0
12443,813,2,8,1,1,0,33,1,38,3,1,0.58,1,2,0,35,411,1,22,22,71,29.65,0.6,6.29,4.36,0.69,3.31,0,63.14,10.08,3.45,4.23,1.42,5.35,566,4.66,4.45,4.44,58300.84,1.19,-9.57,0.74,-10.76,0,0,9.99,0,0,0,0,1,1,1,0,0,0,1,-1
